Grubhub_slug,Grubhub_Business_Hours,Uber_Eats_slug,Uber_Eats_Business_Hours,is_out_of_range
,Sunday: CLOSED - CLOSED,sarahsbreakfast_americanchoiceg_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,smoothieanddess_americanchoiceg_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,smoothieanddess_americanchoiceg_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,smoothieanddess_americanchoiceg_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,smoothieanddess_americanchoiceg_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,smoothieanddess_americanchoiceg_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,smoothieanddess_americanchoiceg_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,smoothieanddess_americanchoiceg_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,stansburgerbar_americanchoiceg_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,stansburgerbar_americanchoiceg_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,stansburgerbar_americanchoiceg_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,stansburgerbar_americanchoiceg_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,stansburgerbar_americanchoiceg_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,stansburgerbar_americanchoiceg_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,stansburgerbar_americanchoiceg_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,theburgerblade_americanchoiceg_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,theburgerblade_americanchoiceg_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,theburgerblade_americanchoiceg_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,theburgerblade_americanchoiceg_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,theburgerblade_americanchoiceg_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,theburgerblade_americanchoiceg_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,theburgerblade_americanchoiceg_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,thevalleygyrosp_americanchoiceg_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,thevalleygyrosp_americanchoiceg_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,thevalleygyrosp_americanchoiceg_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,thevalleygyrosp_americanchoiceg_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,thevalleygyrosp_americanchoiceg_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,thevalleygyrosp_americanchoiceg_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,thevalleygyrosp_americanchoiceg_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,wonderlandwraps_americanchoiceg_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,wonderlandwraps_americanchoiceg_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,wonderlandwraps_americanchoiceg_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,wonderlandwraps_americanchoiceg_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,wonderlandwraps_americanchoiceg_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,wonderlandwraps_americanchoiceg_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,wonderlandwraps_americanchoiceg_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,wonkassmoothieb_americanchoiceg_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,wonkassmoothieb_americanchoiceg_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,wonkassmoothieb_americanchoiceg_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,wonkassmoothieb_americanchoiceg_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,wonkassmoothieb_americanchoiceg_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,wonkassmoothieb_americanchoiceg_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,wonkassmoothieb_americanchoiceg_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,cheesecakeandde_bigfamousdeligr_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,cheesecakeandde_bigfamousdeligr_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,cheesecakeandde_bigfamousdeligr_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,cheesecakeandde_bigfamousdeligr_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,cheesecakeandde_bigfamousdeligr_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,cheesecakeandde_bigfamousdeligr_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,cheesecakeandde_bigfamousdeligr_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,chelseasbreakfa_bigfamousdeligr_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,chelseasbreakfa_bigfamousdeligr_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,chelseasbreakfa_bigfamousdeligr_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,chelseasbreakfa_bigfamousdeligr_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,chelseasbreakfa_bigfamousdeligr_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,chelseasbreakfa_bigfamousdeligr_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,chelseasbreakfa_bigfamousdeligr_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,chicnuggetsspot_bigfamousdeligr_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,chicnuggetsspot_bigfamousdeligr_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,chicnuggetsspot_bigfamousdeligr_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,chicnuggetsspot_bigfamousdeligr_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,chicnuggetsspot_bigfamousdeligr_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,chicnuggetsspot_bigfamousdeligr_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,chicnuggetsspot_bigfamousdeligr_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,citylifebreakfa_bigfamousdeligr_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,citylifebreakfa_bigfamousdeligr_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,citylifebreakfa_bigfamousdeligr_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,citylifebreakfa_bigfamousdeligr_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,citylifebreakfa_bigfamousdeligr_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,citylifebreakfa_bigfamousdeligr_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,citylifebreakfa_bigfamousdeligr_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,farmersmarketsa_bigfamousdeligr_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,farmersmarketsa_bigfamousdeligr_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,farmersmarketsa_bigfamousdeligr_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,farmersmarketsa_bigfamousdeligr_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,farmersmarketsa_bigfamousdeligr_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,farmersmarketsa_bigfamousdeligr_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,farmersmarketsa_bigfamousdeligr_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,halalchickenspo_bigfamousdeligr_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,halalchickenspo_bigfamousdeligr_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,halalchickenspo_bigfamousdeligr_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,halalchickenspo_bigfamousdeligr_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,halalchickenspo_bigfamousdeligr_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,halalchickenspo_bigfamousdeligr_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,halalchickenspo_bigfamousdeligr_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,halalgyrolab_bigfamousdeligr_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,halalgyrolab_bigfamousdeligr_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,halalgyrolab_bigfamousdeligr_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,halalgyrolab_bigfamousdeligr_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,halalgyrolab_bigfamousdeligr_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,halalgyrolab_bigfamousdeligr_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,halalgyrolab_bigfamousdeligr_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,hollysburgerbar_bigfamousdeligr_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,hollysburgerbar_bigfamousdeligr_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,hollysburgerbar_bigfamousdeligr_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,hollysburgerbar_bigfamousdeligr_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,hollysburgerbar_bigfamousdeligr_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,hollysburgerbar_bigfamousdeligr_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,hollysburgerbar_bigfamousdeligr_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,juliasjuiceshac_bigfamousdeligr_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,juliasjuiceshac_bigfamousdeligr_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,juliasjuiceshac_bigfamousdeligr_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,juliasjuiceshac_bigfamousdeligr_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,juliasjuiceshac_bigfamousdeligr_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,juliasjuiceshac_bigfamousdeligr_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,juliasjuiceshac_bigfamousdeligr_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,martyswrapsshac_bigfamousdeligr_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,martyswrapsshac_bigfamousdeligr_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,martyswrapsshac_bigfamousdeligr_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,martyswrapsshac_bigfamousdeligr_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,martyswrapsshac_bigfamousdeligr_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,martyswrapsshac_bigfamousdeligr_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,martyswrapsshac_bigfamousdeligr_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,pennyspancakes_bigfamousdeligr_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,pennyspancakes_bigfamousdeligr_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,pennyspancakes_bigfamousdeligr_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,pennyspancakes_bigfamousdeligr_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,pennyspancakes_bigfamousdeligr_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,pennyspancakes_bigfamousdeligr_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,pennyspancakes_bigfamousdeligr_ue,Sunday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,bombayseafoodgr_canteendesidhab_ue,Tuesday: 17:00 - 23:30,Out of Range
,Tuesday: CLOSED - CLOSED,bombayseafoodgr_canteendesidhab_ue,Tuesday: 11:00 - 15:00,Out of Range
,Wednesday: CLOSED - CLOSED,bombayseafoodgr_canteendesidhab_ue,Wednesday: 17:00 - 23:15,Out of Range
,Wednesday: CLOSED - CLOSED,bombayseafoodgr_canteendesidhab_ue,Wednesday: 11:00 - 15:00,Out of Range
,Thursday: CLOSED - CLOSED,bombayseafoodgr_canteendesidhab_ue,Thursday: 17:00 - 23:15,Out of Range
,Thursday: CLOSED - CLOSED,bombayseafoodgr_canteendesidhab_ue,Thursday: 11:00 - 15:00,Out of Range
,Friday: CLOSED - CLOSED,bombayseafoodgr_canteendesidhab_ue,Friday: 17:00 - 23:15,Out of Range
,Friday: CLOSED - CLOSED,bombayseafoodgr_canteendesidhab_ue,Friday: 11:00 - 15:00,Out of Range
,Saturday: CLOSED - CLOSED,bombayseafoodgr_canteendesidhab_ue,Saturday: 12:00 - 23:15,Out of Range
,Sunday: CLOSED - CLOSED,bombayseafoodgr_canteendesidhab_ue,Sunday: 12:00 - 23:15,Out of Range
,Tuesday: CLOSED - CLOSED,butterchickensn_canteendesidhab_ue,Tuesday: 17:00 - 23:30,Out of Range
,Tuesday: CLOSED - CLOSED,butterchickensn_canteendesidhab_ue,Tuesday: 11:00 - 15:00,Out of Range
,Wednesday: CLOSED - CLOSED,butterchickensn_canteendesidhab_ue,Wednesday: 17:00 - 23:15,Out of Range
,Wednesday: CLOSED - CLOSED,butterchickensn_canteendesidhab_ue,Wednesday: 11:00 - 15:00,Out of Range
,Thursday: CLOSED - CLOSED,butterchickensn_canteendesidhab_ue,Thursday: 17:00 - 23:15,Out of Range
,Thursday: CLOSED - CLOSED,butterchickensn_canteendesidhab_ue,Thursday: 11:00 - 15:00,Out of Range
,Friday: CLOSED - CLOSED,butterchickensn_canteendesidhab_ue,Friday: 17:00 - 23:15,Out of Range
,Friday: CLOSED - CLOSED,butterchickensn_canteendesidhab_ue,Friday: 11:00 - 15:00,Out of Range
,Saturday: CLOSED - CLOSED,butterchickensn_canteendesidhab_ue,Saturday: 12:00 - 23:15,Out of Range
,Sunday: CLOSED - CLOSED,butterchickensn_canteendesidhab_ue,Sunday: 12:00 - 23:15,Out of Range
,Tuesday: CLOSED - CLOSED,chineseindianfu_canteendesidhab_ue,Tuesday: 17:00 - 23:30,Out of Range
,Tuesday: CLOSED - CLOSED,chineseindianfu_canteendesidhab_ue,Tuesday: 11:00 - 15:00,Out of Range
,Wednesday: CLOSED - CLOSED,chineseindianfu_canteendesidhab_ue,Wednesday: 17:00 - 23:15,Out of Range
,Wednesday: CLOSED - CLOSED,chineseindianfu_canteendesidhab_ue,Wednesday: 11:00 - 15:00,Out of Range
,Thursday: CLOSED - CLOSED,chineseindianfu_canteendesidhab_ue,Thursday: 17:00 - 23:15,Out of Range
,Thursday: CLOSED - CLOSED,chineseindianfu_canteendesidhab_ue,Thursday: 11:00 - 15:00,Out of Range
,Friday: CLOSED - CLOSED,chineseindianfu_canteendesidhab_ue,Friday: 17:00 - 23:15,Out of Range
,Friday: CLOSED - CLOSED,chineseindianfu_canteendesidhab_ue,Friday: 11:00 - 15:00,Out of Range
,Saturday: CLOSED - CLOSED,chineseindianfu_canteendesidhab_ue,Saturday: 12:00 - 23:15,Out of Range
,Sunday: CLOSED - CLOSED,chineseindianfu_canteendesidhab_ue,Sunday: 12:00 - 23:15,Out of Range
,Tuesday: CLOSED - CLOSED,divyasdumbiryan_canteendesidhab_ue,Tuesday: 17:00 - 23:30,Out of Range
,Tuesday: CLOSED - CLOSED,divyasdumbiryan_canteendesidhab_ue,Tuesday: 11:00 - 15:00,Out of Range
,Wednesday: CLOSED - CLOSED,divyasdumbiryan_canteendesidhab_ue,Wednesday: 17:00 - 23:15,Out of Range
,Wednesday: CLOSED - CLOSED,divyasdumbiryan_canteendesidhab_ue,Wednesday: 11:00 - 15:00,Out of Range
,Thursday: CLOSED - CLOSED,divyasdumbiryan_canteendesidhab_ue,Thursday: 17:00 - 23:15,Out of Range
,Thursday: CLOSED - CLOSED,divyasdumbiryan_canteendesidhab_ue,Thursday: 11:00 - 15:00,Out of Range
,Friday: CLOSED - CLOSED,divyasdumbiryan_canteendesidhab_ue,Friday: 17:00 - 23:15,Out of Range
,Friday: CLOSED - CLOSED,divyasdumbiryan_canteendesidhab_ue,Friday: 11:00 - 15:00,Out of Range
,Saturday: CLOSED - CLOSED,divyasdumbiryan_canteendesidhab_ue,Saturday: 12:00 - 23:15,Out of Range
,Sunday: CLOSED - CLOSED,divyasdumbiryan_canteendesidhab_ue,Sunday: 12:00 - 23:15,Out of Range
,Tuesday: CLOSED - CLOSED,indiasquickbite_canteendesidhab_ue,Tuesday: 17:00 - 23:30,Out of Range
,Tuesday: CLOSED - CLOSED,indiasquickbite_canteendesidhab_ue,Tuesday: 11:00 - 15:00,Out of Range
,Wednesday: CLOSED - CLOSED,indiasquickbite_canteendesidhab_ue,Wednesday: 17:00 - 23:15,Out of Range
,Wednesday: CLOSED - CLOSED,indiasquickbite_canteendesidhab_ue,Wednesday: 11:00 - 15:00,Out of Range
,Thursday: CLOSED - CLOSED,indiasquickbite_canteendesidhab_ue,Thursday: 17:00 - 23:15,Out of Range
,Thursday: CLOSED - CLOSED,indiasquickbite_canteendesidhab_ue,Thursday: 11:00 - 15:00,Out of Range
,Friday: CLOSED - CLOSED,indiasquickbite_canteendesidhab_ue,Friday: 17:00 - 23:15,Out of Range
,Friday: CLOSED - CLOSED,indiasquickbite_canteendesidhab_ue,Friday: 11:00 - 15:00,Out of Range
,Saturday: CLOSED - CLOSED,indiasquickbite_canteendesidhab_ue,Saturday: 12:00 - 23:15,Out of Range
,Sunday: CLOSED - CLOSED,indiasquickbite_canteendesidhab_ue,Sunday: 12:00 - 23:15,Out of Range
,Tuesday: CLOSED - CLOSED,indianchickenco_canteendesidhab_ue,Tuesday: 17:00 - 23:30,Out of Range
,Tuesday: CLOSED - CLOSED,indianchickenco_canteendesidhab_ue,Tuesday: 11:00 - 15:00,Out of Range
,Wednesday: CLOSED - CLOSED,indianchickenco_canteendesidhab_ue,Wednesday: 17:00 - 23:15,Out of Range
,Wednesday: CLOSED - CLOSED,indianchickenco_canteendesidhab_ue,Wednesday: 11:00 - 15:00,Out of Range
,Thursday: CLOSED - CLOSED,indianchickenco_canteendesidhab_ue,Thursday: 17:00 - 23:15,Out of Range
,Thursday: CLOSED - CLOSED,indianchickenco_canteendesidhab_ue,Thursday: 11:00 - 15:00,Out of Range
,Friday: CLOSED - CLOSED,indianchickenco_canteendesidhab_ue,Friday: 17:00 - 23:15,Out of Range
,Friday: CLOSED - CLOSED,indianchickenco_canteendesidhab_ue,Friday: 11:00 - 15:00,Out of Range
,Saturday: CLOSED - CLOSED,indianchickenco_canteendesidhab_ue,Saturday: 12:00 - 23:15,Out of Range
,Sunday: CLOSED - CLOSED,indianchickenco_canteendesidhab_ue,Sunday: 12:00 - 23:15,Out of Range
,Tuesday: CLOSED - CLOSED,indianchickensn_canteendesidhab_ue,Tuesday: 17:00 - 23:30,Out of Range
,Tuesday: CLOSED - CLOSED,indianchickensn_canteendesidhab_ue,Tuesday: 11:00 - 15:00,Out of Range
,Wednesday: CLOSED - CLOSED,indianchickensn_canteendesidhab_ue,Wednesday: 17:00 - 23:15,Out of Range
,Wednesday: CLOSED - CLOSED,indianchickensn_canteendesidhab_ue,Wednesday: 11:00 - 15:00,Out of Range
,Thursday: CLOSED - CLOSED,indianchickensn_canteendesidhab_ue,Thursday: 17:00 - 23:15,Out of Range
,Thursday: CLOSED - CLOSED,indianchickensn_canteendesidhab_ue,Thursday: 11:00 - 15:00,Out of Range
,Friday: CLOSED - CLOSED,indianchickensn_canteendesidhab_ue,Friday: 17:00 - 23:15,Out of Range
,Friday: CLOSED - CLOSED,indianchickensn_canteendesidhab_ue,Friday: 11:00 - 15:00,Out of Range
,Saturday: CLOSED - CLOSED,indianchickensn_canteendesidhab_ue,Saturday: 12:00 - 23:15,Out of Range
,Sunday: CLOSED - CLOSED,indianchickensn_canteendesidhab_ue,Sunday: 12:00 - 23:15,Out of Range
,Tuesday: CLOSED - CLOSED,padthaisnob_canteendesidhab_ue,Tuesday: 17:00 - 23:30,Out of Range
,Tuesday: CLOSED - CLOSED,padthaisnob_canteendesidhab_ue,Tuesday: 11:00 - 15:00,Out of Range
,Wednesday: CLOSED - CLOSED,padthaisnob_canteendesidhab_ue,Wednesday: 17:00 - 23:15,Out of Range
,Wednesday: CLOSED - CLOSED,padthaisnob_canteendesidhab_ue,Wednesday: 11:00 - 15:00,Out of Range
,Thursday: CLOSED - CLOSED,padthaisnob_canteendesidhab_ue,Thursday: 17:00 - 23:15,Out of Range
,Thursday: CLOSED - CLOSED,padthaisnob_canteendesidhab_ue,Thursday: 11:00 - 15:00,Out of Range
,Friday: CLOSED - CLOSED,padthaisnob_canteendesidhab_ue,Friday: 17:00 - 23:15,Out of Range
,Friday: CLOSED - CLOSED,padthaisnob_canteendesidhab_ue,Friday: 11:00 - 15:00,Out of Range
,Saturday: CLOSED - CLOSED,padthaisnob_canteendesidhab_ue,Saturday: 12:00 - 23:15,Out of Range
,Sunday: CLOSED - CLOSED,padthaisnob_canteendesidhab_ue,Sunday: 12:00 - 23:15,Out of Range
,Tuesday: CLOSED - CLOSED,savorychaathous_canteendesidhab_ue,Tuesday: 17:00 - 23:30,Out of Range
,Tuesday: CLOSED - CLOSED,savorychaathous_canteendesidhab_ue,Tuesday: 11:00 - 15:00,Out of Range
,Wednesday: CLOSED - CLOSED,savorychaathous_canteendesidhab_ue,Wednesday: 17:00 - 23:15,Out of Range
,Wednesday: CLOSED - CLOSED,savorychaathous_canteendesidhab_ue,Wednesday: 11:00 - 15:00,Out of Range
,Thursday: CLOSED - CLOSED,savorychaathous_canteendesidhab_ue,Thursday: 17:00 - 23:15,Out of Range
,Thursday: CLOSED - CLOSED,savorychaathous_canteendesidhab_ue,Thursday: 11:00 - 15:00,Out of Range
,Friday: CLOSED - CLOSED,savorychaathous_canteendesidhab_ue,Friday: 17:00 - 23:15,Out of Range
,Friday: CLOSED - CLOSED,savorychaathous_canteendesidhab_ue,Friday: 11:00 - 15:00,Out of Range
,Saturday: CLOSED - CLOSED,savorychaathous_canteendesidhab_ue,Saturday: 12:00 - 23:15,Out of Range
,Sunday: CLOSED - CLOSED,savorychaathous_canteendesidhab_ue,Sunday: 12:00 - 23:15,Out of Range
,Tuesday: CLOSED - CLOSED,theindiantandoo_canteendesidhab_ue,Tuesday: 17:00 - 23:30,Out of Range
,Tuesday: CLOSED - CLOSED,theindiantandoo_canteendesidhab_ue,Tuesday: 11:00 - 15:00,Out of Range
,Wednesday: CLOSED - CLOSED,theindiantandoo_canteendesidhab_ue,Wednesday: 17:00 - 23:15,Out of Range
,Wednesday: CLOSED - CLOSED,theindiantandoo_canteendesidhab_ue,Wednesday: 11:00 - 15:00,Out of Range
,Thursday: CLOSED - CLOSED,theindiantandoo_canteendesidhab_ue,Thursday: 17:00 - 23:15,Out of Range
,Thursday: CLOSED - CLOSED,theindiantandoo_canteendesidhab_ue,Thursday: 11:00 - 15:00,Out of Range
,Friday: CLOSED - CLOSED,theindiantandoo_canteendesidhab_ue,Friday: 17:00 - 23:15,Out of Range
,Friday: CLOSED - CLOSED,theindiantandoo_canteendesidhab_ue,Friday: 11:00 - 15:00,Out of Range
,Saturday: CLOSED - CLOSED,theindiantandoo_canteendesidhab_ue,Saturday: 12:00 - 23:15,Out of Range
,Sunday: CLOSED - CLOSED,theindiantandoo_canteendesidhab_ue,Sunday: 12:00 - 23:15,Out of Range
,Tuesday: CLOSED - CLOSED,vegetarianindia_canteendesidhab_ue,Tuesday: 17:00 - 23:30,Out of Range
,Tuesday: CLOSED - CLOSED,vegetarianindia_canteendesidhab_ue,Tuesday: 11:00 - 15:00,Out of Range
,Wednesday: CLOSED - CLOSED,vegetarianindia_canteendesidhab_ue,Wednesday: 17:00 - 23:15,Out of Range
,Wednesday: CLOSED - CLOSED,vegetarianindia_canteendesidhab_ue,Wednesday: 11:00 - 15:00,Out of Range
,Thursday: CLOSED - CLOSED,vegetarianindia_canteendesidhab_ue,Thursday: 17:00 - 23:15,Out of Range
,Thursday: CLOSED - CLOSED,vegetarianindia_canteendesidhab_ue,Thursday: 11:00 - 15:00,Out of Range
,Friday: CLOSED - CLOSED,vegetarianindia_canteendesidhab_ue,Friday: 17:00 - 23:15,Out of Range
,Friday: CLOSED - CLOSED,vegetarianindia_canteendesidhab_ue,Friday: 11:00 - 15:00,Out of Range
,Saturday: CLOSED - CLOSED,vegetarianindia_canteendesidhab_ue,Saturday: 12:00 - 23:15,Out of Range
,Sunday: CLOSED - CLOSED,vegetarianindia_canteendesidhab_ue,Sunday: 12:00 - 23:15,Out of Range
,Monday: CLOSED - CLOSED,chuckscheeseste_chelseafinefood_ue,Monday: 00:00 - 23:59,Out of Range
